Voice Name: de-DE-BerndNeural, Gender: SynthesisVoiceGender.Male, Locale: de-DE
Voice Name: de-DE-ChristophNeural, Gender: SynthesisVoiceGender.Male, Locale: de-DE
Voice Name: de-DE-ElkeNeural, Gender: SynthesisVoiceGender.Female, Locale: de-DE
Voice Name: de-DE-GiselaNeural, Gender: SynthesisVoiceGender.Female, Locale: de-DE
Voice Name: de-DE-KasperNeural, Gender: SynthesisVoiceGender.Male, Locale: de-DE
Voice Name: de-DE-KillianNeural, Gender: SynthesisVoiceGender.Male, Locale: de-DE
Voice Name: de-DE-KlarissaNeural, Gender: SynthesisVoiceGender.Female, Locale: de-DE
Voice Name: de-DE-KlausNeural, Gender: SynthesisVoiceGender.Male, Locale: de-DE
Voice Name: de-DE-LouisaNeural, Gender: SynthesisVoiceGender.Female, Locale: de-DE
Voice Name: de-DE-MajaNeural, Gender: SynthesisVoiceGender.Female, Locale: de-DE
Voice Name: de-DE-RalfNeural, Gender: SynthesisVoiceGender.Male, Locale: de-DE
Voice Name: de-DE-TanjaNeural, Gender: SynthesisVoiceGender.Female, Locale: de-DE
Voice Name: de-DE-Seraphina:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Female, Locale: de-DE
Voice Name: el-GR-AthinaNeural, Gender: SynthesisVoiceGender.Female, Locale: el-GR
Voice Name: el-GR-NestorasNeural, Gender: SynthesisVoiceGender.Male, Locale: el-GR
Voice Name: en-AU-NatashaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-AU
Voice Name: en-AU-WilliamNeural, Gender: SynthesisVoiceGender.Male, Locale: en-AU
Voice Name: en-AU-AnnetteNeural, Gender: SynthesisVoiceGender.Female, Locale: en-AU
Voice Name: en-AU-CarlyNeural, Gender: SynthesisVoiceGender.Female, Locale: en-AU
Voice Name: en-AU-DarrenNeural, Gender: SynthesisVoiceGender.Male, Locale: en-AU
Voice Name: en-AU-DuncanNeural, Gender: SynthesisVoiceGender.Male, Locale: en-AU
Voice Name: en-AU-ElsieNeural, Gender: SynthesisVoiceGender.Female, Locale: en-AU
Voice Name: en-AU-FreyaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-AU
Voice Name: en-AU-JoanneNeural, Gender: SynthesisVoiceGender.Female, Locale: en-AU
Voice Name: en-AU-KenNeural, Gender: SynthesisVoiceGender.Male, Locale: en-AU
Voice Name: en-AU-KimNeural, Gender: SynthesisVoiceGender.Female, Locale: en-AU
Voice Name: en-AU-NeilNeural, Gender: SynthesisVoiceGender.Male, Locale: en-AU
Voice Name: en-AU-TimNeural, Gender: SynthesisVoiceGender.Male, Locale: en-AU
Voice Name: en-AU-TinaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-AU
Voice Name: en-CA-ClaraNeural, Gender: SynthesisVoiceGender.Female, Locale: en-CA
Voice Name: en-CA-LiamNeural, Gender: SynthesisVoiceGender.Male, Locale: en-CA
Voice Name: en-GB-SoniaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-GB-RyanNeural, Gender: SynthesisVoiceGender.Male, Locale: en-GB
Voice Name: en-GB-LibbyNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-GB-AdaMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-GB-OllieMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-GB
Voice Name: en-GB-AbbiNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-GB-AlfieNeural, Gender: SynthesisVoiceGender.Male, Locale: en-GB
Voice Name: en-GB-BellaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-GB-ElliotNeural, Gender: SynthesisVoiceGender.Male, Locale: en-GB
Voice Name: en-GB-EthanNeural, Gender: SynthesisVoiceGender.Male, Locale: en-GB
Voice Name: en-GB-HollieNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-GB-MaisieNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-GB-NoahNeural, Gender: SynthesisVoiceGender.Male, Locale: en-GB
Voice Name: en-GB-OliverNeural, Gender: SynthesisVoiceGender.Male, Locale: en-GB
Voice Name: en-GB-OliviaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-GB-ThomasNeural, Gender: SynthesisVoiceGender.Male, Locale: en-GB
Voice Name: en-GB-MiaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-GB
Voice Name: en-HK-YanNeural, Gender: SynthesisVoiceGender.Female, Locale: en-HK
Voice Name: en-HK-SamNeural, Gender: SynthesisVoiceGender.Male, Locale: en-HK
Voice Name: en-IE-EmilyNeural, Gender: SynthesisVoiceGender.Female, Locale: en-IE
Voice Name: en-IE-ConnorNeural, Gender: SynthesisVoiceGender.Male, Locale: en-IE
Voice Name: en-IN-AaravNeural, Gender: SynthesisVoiceGender.Male, Locale: en-IN
Voice Name: en-IN-AashiNeural, Gender: SynthesisVoiceGender.Female, Locale: en-IN
Voice Name: en-IN-AnanyaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-IN
Voice Name: en-IN-KavyaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-IN
Voice Name: en-IN-KunalNeural, Gender: SynthesisVoiceGender.Male, Locale: en-IN
Voice Name: en-IN-NeerjaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-IN
Voice Name: en-IN-PrabhatNeural, Gender: SynthesisVoiceGender.Male, Locale: en-IN
Voice Name: en-IN-RehaanNeural, Gender: SynthesisVoiceGender.Male, Locale: en-IN
Voice Name: en-IN-AartiNeural, Gender: SynthesisVoiceGender.Female, Locale: en-IN
Voice Name: en-IN-ArjunNeural, Gender: SynthesisVoiceGender.Male, Locale: en-IN
Voice Name: en-KE-AsiliaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-KE
Voice Name: en-KE-ChilembaNeural, Gender: SynthesisVoiceGender.Male, Locale: en-KE
Voice Name: en-NG-EzinneNeural, Gender: SynthesisVoiceGender.Female, Locale: en-NG
Voice Name: en-NG-AbeoNeural, Gender: SynthesisVoiceGender.Male, Locale: en-NG
Voice Name: en-NZ-MollyNeural, Gender: SynthesisVoiceGender.Female, Locale: en-NZ
Voice Name: en-NZ-MitchellNeural, Gender: SynthesisVoiceGender.Male, Locale: en-NZ
Voice Name: en-PH-RosaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-PH
Voice Name: en-PH-JamesNeural, Gender: SynthesisVoiceGender.Male, Locale: en-PH
Voice Name: en-SG-LunaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-SG
Voice Name: en-SG-WayneNeural, Gender: SynthesisVoiceGender.Male, Locale: en-SG
Voice Name: en-TZ-ImaniNeural, Gender: SynthesisVoiceGender.Female, Locale: en-TZ
Voice Name: en-TZ-ElimuNeural, Gender: SynthesisVoiceGender.Male, Locale: en-TZ
Voice Name: en-US-AvaMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-AndrewMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-EmmaMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-BrianMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-AvaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-AndrewNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-EmmaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-BrianNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-JennyNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-GuyNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-AriaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-DavisNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-JaneNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-JasonNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-KaiNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-LunaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-SaraNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-TonyNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-NancyNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-CoraMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-ChristopherMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-BrandonMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-AmberNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-AnaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-AshleyNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-BrandonNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-ChristopherNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-CoraNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-ElizabethNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-EricNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-JacobNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-JennyMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-MichelleNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-MonicaNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-RogerNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-RyanMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-SteffanNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-AdamMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-AIGenerate1Neural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-AIGenerate2Neural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-AlloyTurboMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-AmandaMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-BlueNeural, Gender: SynthesisVoiceGender.Unknown, Locale: en-US
Voice Name: en-US-DavisMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-DerekMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-DustinMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-EchoTurboMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-EvelynMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-FableTurboMultilingualNeural, Gender: SynthesisVoiceGender.Unknown, Locale: en-US
Voice Name: en-US-LewisMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-LolaMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-NancyMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-NovaTurboMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-OnyxTurboMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-PhoebeMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-SamuelMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-SerenaMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-ShimmerTurboMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-SteffanMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-Andrew:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-Andrew2:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-Aria:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-Ava:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-Brian:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-Davis:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-US-Emma:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-Emma2:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-Jenny:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Female, Locale: en-US
Voice Name: en-US-Steffan:DragonHDLatestNeural, Gender: SynthesisVoiceGender.Male, Locale: en-US
Voice Name: en-ZA-LeahNeural, Gender: SynthesisVoiceGender.Female, Locale: en-ZA
Voice Name: en-ZA-LukeNeural, Gender: SynthesisVoiceGender.Male, Locale: en-ZA
Voice Name: es-AR-ElenaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-AR
Voice Name: es-AR-TomasNeural, Gender: SynthesisVoiceGender.Male, Locale: es-AR
Voice Name: es-BO-SofiaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-BO
Voice Name: es-BO-MarceloNeural, Gender: SynthesisVoiceGender.Male, Locale: es-BO
Voice Name: es-CL-CatalinaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-CL
Voice Name: es-CL-LorenzoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-CL
Voice Name: es-CO-SalomeNeural, Gender: SynthesisVoiceGender.Female, Locale: es-CO
Voice Name: es-CO-GonzaloNeural, Gender: SynthesisVoiceGender.Male, Locale: es-CO
Voice Name: es-CR-MariaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-CR
Voice Name: es-CR-JuanNeural, Gender: SynthesisVoiceGender.Male, Locale: es-CR
Voice Name: es-CU-BelkysNeural, Gender: SynthesisVoiceGender.Female, Locale: es-CU
Voice Name: es-CU-ManuelNeural, Gender: SynthesisVoiceGender.Male, Locale: es-CU
Voice Name: es-DO-RamonaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-DO
Voice Name: es-DO-EmilioNeural, Gender: SynthesisVoiceGender.Male, Locale: es-DO
Voice Name: es-EC-AndreaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-EC
Voice Name: es-EC-LuisNeural, Gender: SynthesisVoiceGender.Male, Locale: es-EC
Voice Name: es-ES-ElviraNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-AlvaroNeural, Gender: SynthesisVoiceGender.Male, Locale: es-ES
Voice Name: es-ES-ArabellaMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-IsidoraMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-TristanMultilingualNeural, Gender: SynthesisVoiceGender.Male, Locale: es-ES
Voice Name: es-ES-XimenaMultilingualNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-AbrilNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-ArnauNeural, Gender: SynthesisVoiceGender.Male, Locale: es-ES
Voice Name: es-ES-DarioNeural, Gender: SynthesisVoiceGender.Male, Locale: es-ES
Voice Name: es-ES-EliasNeural, Gender: SynthesisVoiceGender.Male, Locale: es-ES
Voice Name: es-ES-EstrellaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-IreneNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-LaiaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-LiaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-NilNeural, Gender: SynthesisVoiceGender.Male, Locale: es-ES
Voice Name: es-ES-SaulNeural, Gender: SynthesisVoiceGender.Male, Locale: es-ES
Voice Name: es-ES-TeoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-ES
Voice Name: es-ES-TrianaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-VeraNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-ES-XimenaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-ES
Voice Name: es-GQ-TeresaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-GQ
Voice Name: es-GQ-JavierNeural, Gender: SynthesisVoiceGender.Male, Locale: es-GQ
Voice Name: es-GT-MartaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-GT
Voice Name: es-GT-AndresNeural, Gender: SynthesisVoiceGender.Male, Locale: es-GT
Voice Name: es-HN-KarlaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-HN
Voice Name: es-HN-CarlosNeural, Gender: SynthesisVoiceGender.Male, Locale: es-HN
Voice Name: es-MX-DaliaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-MX
Voice Name: es-MX-JorgeNeural, Gender: SynthesisVoiceGender.Male, Locale: es-MX
Voice Name: es-MX-BeatrizNeural, Gender: SynthesisVoiceGender.Female, Locale: es-MX
Voice Name: es-MX-CandelaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-MX
Voice Name: es-MX-CarlotaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-MX
Voice Name: es-MX-CecilioNeural, Gender: SynthesisVoiceGender.Male, Locale: es-MX
Voice Name: es-MX-GerardoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-MX
Voice Name: es-MX-LarissaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-MX
Voice Name: es-MX-LibertoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-MX
Voice Name: es-MX-LucianoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-MX
Voice Name: es-MX-MarinaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-MX
Voice Name: es-MX-NuriaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-MX
Voice Name: es-MX-PelayoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-MX
Voice Name: es-MX-RenataNeural, Gender: SynthesisVoiceGender.Female, Locale: es-MX
Voice Name: es-MX-YagoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-MX
Voice Name: es-NI-YolandaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-NI
Voice Name: es-NI-FedericoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-NI
Voice Name: es-PA-MargaritaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-PA
Voice Name: es-PA-RobertoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-PA
Voice Name: es-PE-CamilaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-PE
Voice Name: es-PE-AlexNeural, Gender: SynthesisVoiceGender.Male, Locale: es-PE
Voice Name: es-PR-KarinaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-PR
Voice Name: es-PR-VictorNeural, Gender: SynthesisVoiceGender.Male, Locale: es-PR
Voice Name: es-PY-TaniaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-PY
Voice Name: es-PY-MarioNeural, Gender: SynthesisVoiceGender.Male, Locale: es-PY
Voice Name: es-SV-LorenaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-SV
Voice Name: es-SV-RodrigoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-SV
Voice Name: es-US-PalomaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-US
Voice Name: es-US-AlonsoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-US
Voice Name: es-UY-ValentinaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-UY
Voice Name: es-UY-MateoNeural, Gender: SynthesisVoiceGender.Male, Locale: es-UY
Voice Name: es-VE-PaolaNeural, Gender: SynthesisVoiceGender.Female, Locale: es-VE
Voice Name: es-VE-SebastianNeural, Gender: SynthesisVoiceGender.Male, Locale: es-VE
Voice Name: et-EE-AnuNeural, Gender: SynthesisVoiceGender.Female, Locale: et-EE
Voice Name: et-EE-KertNeural, Gender: SynthesisVoiceGender.Male, Locale: et-EE
Voice Name: eu-ES-AinhoaNeural, Gender: SynthesisVoiceGender.Female, Locale: eu-ES
Voice Name: eu-ES-AnderNeural, Gender: SynthesisVoiceGender.Male, Locale: eu-ES
Voice Name: fa-IR-DilaraNeural, Gender: SynthesisVoiceGender.Female, Locale: fa-IR
Voice Name: fa-IR-FaridNeural, Gender: SynthesisVoiceGender.Male, Locale: fa-IR
Voice Name: fi-FI-SelmaNeural, Gender: SynthesisVoiceGender.Female, Locale: fi-FI
